foodId,servingSize,servingSizeUnit,householdServingFullText
2343782,20,1 silver dollar pancake,1 silver dollar pancake
2343782,100,Quantity not specified,Quantity not specified
2343782,10,1 miniature/bite size pancake,1 miniature/bite size pancake
2343782,150,1 extra large pancake,1 extra large pancake
2343782,1.9,1 surface inch,1 surface inch
2343783,20,1 silver dollar pancake,1 silver dollar pancake
2343783,1.9,1 surface inch,1 surface inch
2343783,50,1 medium pancake,1 medium pancake
2343783,10,1 miniature/bite size pancake,1 miniature/bite size pancake
2343783,90,1 large pancake,1 large pancake
2343783,100,Quantity not specified,Quantity not specified
2343783,20,1 small pancake,1 small pancake
2343783,150,1 extra large pancake,1 extra large pancake
2343784,10,1 miniature/bite size pancake,1 miniature/bite size pancake
2343784,50,1 medium pancake,1 medium pancake
2343784,90,1 large pancake,1 large pancake
2343784,1.9,1 surface inch,1 surface inch
2343784,20,1 small pancake,1 small pancake
2343784,100,Quantity not specified,Quantity not specified
2343784,150,1 extra large pancake,1 extra large pancake
2343784,20,1 silver dollar pancake,1 silver dollar pancake
2343785,150,1 extra large pancake,1 extra large pancake
2343785,50,1 medium pancake,1 medium pancake
2343785,20,1 small pancake,1 small pancake
2343785,10,1 miniature/bite size pancake,1 miniature/bite size pancake
2343785,20,1 silver dollar pancake,1 silver dollar pancake
2343785,100,Quantity not specified,Quantity not specified
2343785,90,1 large pancake,1 large pancake
2343785,1.9,1 surface inch,1 surface inch
2343786,80,Quantity not specified,Quantity not specified
2343786,10,1 miniature/bite size pancake,1 miniature/bite size pancake
2343786,1.9,1 surface inch,1 surface inch
2343786,40,"1 pancake, any size","1 pancake, any size"
2343787,50,1 medium pancake,1 medium pancake
2343787,10,1 miniature/bite size pancake,1 miniature/bite size pancake
2343787,1.9,1 surface inch,1 surface inch
2343787,100,Quantity not specified,Quantity not specified
2343787,20,1 silver dollar pancake,1 silver dollar pancake
2343787,150,1 extra large pancake,1 extra large pancake
2343787,90,1 large pancake,1 large pancake
2343787,20,1 small pancake,1 small pancake
2343788,50,1 medium pancake,1 medium pancake
2343788,1.9,1 surface inch,1 surface inch
2343788,20,1 small pancake,1 small pancake
2343788,100,Quantity not specified,Quantity not specified
2343788,10,1 miniature/bite size pancake,1 miniature/bite size pancake
2343788,150,1 extra large pancake,1 extra large pancake
2343788,90,1 large pancake,1 large pancake
2343788,20,1 silver dollar pancake,1 silver dollar pancake
2343789,20,1 small pancake,1 small pancake
2343789,100,Quantity not specified,Quantity not specified
2343789,20,1 silver dollar pancake,1 silver dollar pancake
2343789,50,1 medium pancake,1 medium pancake
2343789,150,1 extra large pancake,1 extra large pancake
2343789,10,1 miniature/bite size pancake,1 miniature/bite size pancake
2343789,1.9,1 surface inch,1 surface inch
2343789,90,1 large pancake,1 large pancake
2343790,150,1 extra large pancake,1 extra large pancake
2343790,1.9,1 surface inch,1 surface inch
2343790,90,1 large pancake,1 large pancake
2343790,10,1 miniature/bite size pancake,1 miniature/bite size pancake
2343790,50,1 medium pancake,1 medium pancake
2343790,20,1 small pancake,1 small pancake
2343790,100,Quantity not specified,Quantity not specified
2343790,20,1 silver dollar pancake,1 silver dollar pancake
2343791,20,1 silver dollar pancake,1 silver dollar pancake
2343791,100,Quantity not specified,Quantity not specified
2343791,1.9,1 surface inch,1 surface inch
2343791,90,1 large pancake,1 large pancake
2343791,20,1 small pancake,1 small pancake
2343791,10,1 miniature/bite size pancake,1 miniature/bite size pancake
2343791,50,1 medium pancake,1 medium pancake
2343791,150,1 extra large pancake,1 extra large pancake
2343792,20,1 small pancake,1 small pancake
2343792,20,1 silver dollar pancake,1 silver dollar pancake
2343792,10,1 miniature/bite size pancake,1 miniature/bite size pancake
2343792,100,Quantity not specified,Quantity not specified
2343792,50,1 medium pancake,1 medium pancake
2343792,1.9,1 surface inch,1 surface inch
2343792,150,1 extra large pancake,1 extra large pancake
2343792,90,1 large pancake,1 large pancake
2343793,1.9,1 surface inch,1 surface inch
2343793,20,1 small pancake,1 small pancake
2343793,90,1 large pancake,1 large pancake
2343793,50,1 medium pancake,1 medium pancake
2343793,10,1 miniature/bite size pancake,1 miniature/bite size pancake
2343793,150,1 extra large pancake,1 extra large pancake
2343793,100,Quantity not specified,Quantity not specified
2343793,20,1 silver dollar pancake,1 silver dollar pancake
2343794,100,Quantity not specified,Quantity not specified
2343794,1.9,1 surface inch,1 surface inch
2343794,20,1 small pancake,1 small pancake
2343794,150,1 extra large pancake,1 extra large pancake
2343794,50,1 medium pancake,1 medium pancake
2343794,10,1 miniature/bite size pancake,1 miniature/bite size pancake
2343794,20,1 silver dollar pancake,1 silver dollar pancake
2343794,90,1 large pancake,1 large pancake
2343795,40,1 small waffle,1 small waffle
2343795,3.7,"1 surface inch, Belgian waffle","1 surface inch, Belgian waffle"
2343795,75,1 medium waffle,1 medium waffle
2343795,2.5,1 surface inch,1 surface inch
2343795,135,1 thick / Belgian waffle,1 thick / Belgian waffle
2343795,75,Quantity not specified,Quantity not specified
2343795,125,1 large waffle,1 large waffle
2343795,10,1 miniature/bite size waffle,1 miniature/bite size waffle
2343796,55,1 thick / Belgian waffle,1 thick / Belgian waffle
2343796,10,1 miniature/bite size waffle,1 miniature/bite size waffle
2343796,65,1 pouch,1 pouch
2343796,40,1 waffle,1 waffle
2343796,80,Quantity not specified,Quantity not specified
2343796,35,1 stick,1 stick
2343797,10,1 miniature/bite size waffle,1 miniature/bite size waffle
2343797,35,1 stick,1 stick
2343797,80,Quantity not specified,Quantity not specified
2343797,40,1 waffle,1 waffle
2343797,65,1 pouch,1 pouch
2343797,55,1 thick / Belgian waffle,1 thick / Belgian waffle
2343798,10,1 miniature/bite size waffle,1 miniature/bite size waffle
2343798,55,1 thick / Belgian waffle,1 thick / Belgian waffle
2343798,80,Quantity not specified,Quantity not specified
2343798,65,1 pouch,1 pouch
2343798,40,1 waffle,1 waffle
2343798,35,1 stick,1 stick
2343799,40,1 waffle,1 waffle
2343799,65,1 pouch,1 pouch
2343799,35,1 stick,1 stick
2343799,80,Quantity not specified,Quantity not specified
2343799,55,1 thick / Belgian waffle,1 thick / Belgian waffle
2343799,10,1 miniature/bite size waffle,1 miniature/bite size waffle
2343800,35,1 stick,1 stick
2343800,40,1 waffle,1 waffle
2343800,10,1 miniature/bite size waffle,1 miniature/bite size waffle
2343800,80,Quantity not specified,Quantity not specified
2343800,55,1 thick / Belgian waffle,1 thick / Belgian waffle
2343800,65,1 pouch,1 pouch
2343801,80,Quantity not specified,Quantity not specified
2343801,10,1 miniature/bite size waffle,1 miniature/bite size waffle
2343801,65,1 pouch,1 pouch
2343801,40,1 waffle,1 waffle
2343801,55,1 thick / Belgian waffle,1 thick / Belgian waffle
2343801,35,1 stick,1 stick
2343802,35,1 stick,1 stick
2343802,80,Quantity not specified,Quantity not specified
2343802,40,1 waffle,1 waffle
2343802,65,1 pouch,1 pouch
2343802,10,1 miniature/bite size waffle,1 miniature/bite size waffle
2343802,55,1 thick / Belgian waffle,1 thick / Belgian waffle
2343803,135,1 thick / Belgian waffle,1 thick / Belgian waffle
2343803,3.7,"1 surface inch, Belgian waffle","1 surface inch, Belgian waffle"
2343803,10,1 miniature/bite size waffle,1 miniature/bite size waffle
2343803,75,1 medium waffle,1 medium waffle
2343803,40,1 small waffle,1 small waffle
2343803,2.5,1 surface inch,1 surface inch
2343803,125,1 large waffle,1 large waffle
2343803,75,Quantity not specified,Quantity not specified
2343804,75,Quantity not specified,Quantity not specified
2343804,135,1 thick / Belgian waffle,1 thick / Belgian waffle
2343804,40,1 small waffle,1 small waffle
2343804,125,1 large waffle,1 large waffle
2343804,3.7,"1 surface inch, Belgian waffle","1 surface inch, Belgian waffle"
2343804,2.5,1 surface inch,1 surface inch
2343804,75,1 medium waffle,1 medium waffle
2343804,10,1 miniature/bite size waffle,1 miniature/bite size waffle
2343805,10,1 miniature/bite size waffle,1 miniature/bite size waffle
2343805,135,1 thick / Belgian waffle,1 thick / Belgian waffle
2343805,2.5,1 surface inch,1 surface inch
2343805,125,1 large waffle,1 large waffle
2343805,40,1 small waffle,1 small waffle
2343805,75,Quantity not specified,Quantity not specified
2343805,3.7,"1 surface inch, Belgian waffle","1 surface inch, Belgian waffle"
2343805,75,1 medium waffle,1 medium waffle
2343806,125,1 large waffle,1 large waffle
2343806,2.5,1 surface inch,1 surface inch
2343806,40,1 small waffle,1 small waffle
2343806,135,1 thick / Belgian waffle,1 thick / Belgian waffle
2343806,10,1 miniature/bite size waffle,1 miniature/bite size waffle
2343806,75,1 medium waffle,1 medium waffle
2343806,75,Quantity not specified,Quantity not specified
2343806,3.7,"1 surface inch, Belgian waffle","1 surface inch, Belgian waffle"
2343807,2.5,1 surface inch,1 surface inch
2343807,3.7,"1 surface inch, Belgian waffle","1 surface inch, Belgian waffle"
2343807,80,Quantity not specified,Quantity not specified
2343807,40,"1 waffle, any size","1 waffle, any size"
2343808,125,1 large waffle,1 large waffle
2343808,40,1 small waffle,1 small waffle
2343808,135,1 thick / Belgian waffle,1 thick / Belgian waffle
2343808,75,Quantity not specified,Quantity not specified
2343808,10,1 miniature/bite size waffle,1 miniature/bite size waffle
2343808,2.5,1 surface inch,1 surface inch
2343808,75,1 medium waffle,1 medium waffle
2343808,3.7,"1 surface inch, Belgian waffle","1 surface inch, Belgian waffle"
2343809,125,1 large waffle,1 large waffle
2343809,75,Quantity not specified,Quantity not specified
2343809,10,1 miniature/bite size waffle,1 miniature/bite size waffle
2343809,3.7,"1 surface inch, Belgian waffle","1 surface inch, Belgian waffle"
2343809,75,1 medium waffle,1 medium waffle
2343809,40,1 small waffle,1 small waffle
2343809,2.5,1 surface inch,1 surface inch
2343809,135,1 thick / Belgian waffle,1 thick / Belgian waffle
2343810,135,1 thick / Belgian waffle,1 thick / Belgian waffle
2343810,75,Quantity not specified,Quantity not specified
2343810,10,1 miniature/bite size waffle,1 miniature/bite size waffle
2343810,125,1 large waffle,1 large waffle
2343810,2.5,1 surface inch,1 surface inch
2343810,40,1 small waffle,1 small waffle
2343810,3.7,"1 surface inch, Belgian waffle","1 surface inch, Belgian waffle"
2343810,75,1 medium waffle,1 medium waffle
2343811,10,1 miniature/bite size waffle,1 miniature/bite size waffle
2343811,125,1 large waffle,1 large waffle
2343811,3.7,"1 surface inch, Belgian waffle","1 surface inch, Belgian waffle"
2343811,75,Quantity not specified,Quantity not specified
2343811,40,1 small waffle,1 small waffle
2343811,135,1 thick / Belgian waffle,1 thick / Belgian waffle
2343811,2.5,1 surface inch,1 surface inch
2343811,75,1 medium waffle,1 medium waffle
2343812,75,Quantity not specified,Quantity not specified
2343812,125,1 large waffle,1 large waffle
2343812,135,1 thick / Belgian waffle,1 thick / Belgian waffle
2343812,40,1 small waffle,1 small waffle
2343812,2.5,1 surface inch,1 surface inch
2343812,3.7,"1 surface inch, Belgian waffle","1 surface inch, Belgian waffle"
2343812,75,1 medium waffle,1 medium waffle
2343812,10,1 miniature/bite size waffle,1 miniature/bite size waffle
2343813,75,Quantity not specified,Quantity not specified
2343813,3.7,"1 surface inch, Belgian waffle","1 surface inch, Belgian waffle"
2343813,75,1 medium waffle,1 medium waffle
2343813,2.5,1 surface inch,1 surface inch
2343813,40,1 small waffle,1 small waffle
2343813,135,1 thick / Belgian waffle,1 thick / Belgian waffle
2343813,125,1 large waffle,1 large waffle
2343813,10,1 miniature/bite size waffle,1 miniature/bite size waffle
2343814,65,"1 slice, any size","1 slice, any size"
2343814,60,Quantity not specified,Quantity not specified
2343815,10,1 bite size,1 bite size
2343815,60,Quantity not specified,Quantity not specified
2343815,60,"1 slice, NFS","1 slice, NFS"
2343816,85,"1 slice, any size","1 slice, any size"
2343816,85,Quantity not specified,Quantity not specified
2343817,10,1 bite size,1 bite size
2343817,60,Quantity not specified,Quantity not specified
2343817,60,"1 slice, any size","1 slice, any size"
2343818,65,"1 slice, any size","1 slice, any size"
2343818,65,Quantity not specified,Quantity not specified
2343819,65,"1 slice, any size","1 slice, any size"
2343819,65,Quantity not specified,Quantity not specified
2343820,65,Quantity not specified,Quantity not specified
2343820,65,"1 slice, any size","1 slice, any size"
2343821,90,Quantity not specified,Quantity not specified
2343821,45,1 stick,1 stick
2343822,25,1 stick,1 stick
2343822,100,1 fast food order,1 fast food order
2343822,100,Quantity not specified,Quantity not specified
2343823,25,1 stick,1 stick
2343823,100,Quantity not specified,Quantity not specified
2343824,80,"1 crepe, any size","1 crepe, any size"
2343824,1.6,1 surface inch,1 surface inch
2343824,80,Quantity not specified,Quantity not specified
2343825,65,"1 crepe, any size","1 crepe, any size"
2343825,65,Quantity not specified,Quantity not specified
2343825,1.3,1 surface inch,1 surface inch
2343826,28,1 pancake,1 pancake
2343826,28,Quantity not specified,Quantity not specified
2343827,25,"1 item, any size","1 item, any size"
2343827,75,1 cup,1 cup
2343827,75,Quantity not specified,Quantity not specified
2343828,28.35,Quantity not specified,Quantity not specified
2343828,28.35,1 oz,1 oz
2343829,9.8,1 surface inch,1 surface inch
2343829,38,1 item,1 item
2343829,76,Quantity not specified,Quantity not specified
2343830,35,1 small,1 small
2343830,1,1 surface inch,1 surface inch
2343830,80,Quantity not specified,Quantity not specified
2343830,80,1 medium,1 medium
2343830,155,1 large,1 large
2343831,16,Quantity not specified,Quantity not specified
2343831,16,1 piece,1 piece
2343831,20.5,1 cubic inch,1 cubic inch
2343832,70,Quantity not specified,Quantity not specified
2343832,90,"1 cake (6"" dia)","1 cake (6"" dia)"
2343833,135,"1 cake (6"" dia)","1 cake (6"" dia)"
2343833,70,Quantity not specified,Quantity not specified
2343834,140,"1 cup, cooked","1 cup, cooked"
2343834,80,"1 oz, dry, yields","1 oz, dry, yields"
2343834,140,Quantity not specified,Quantity not specified
2343835,75,"1 oz, dry, yields","1 oz, dry, yields"
2343835,160,"1 cup, cooked","1 cup, cooked"
2343835,160,Quantity not specified,Quantity not specified
2343836,160,Quantity not specified,Quantity not specified
2343836,160,"1 cup, cooked","1 cup, cooked"
2343836,75,"1 oz, dry, yields","1 oz, dry, yields"
2343837,160,"1 cup, cooked","1 cup, cooked"
2343837,75,"1 oz, dry, yields","1 oz, dry, yields"
2343837,160,Quantity not specified,Quantity not specified
2343838,56,Quantity not specified,Quantity not specified
2343838,56,1 cup,1 cup
2343839,190,"1 cup, cooked","1 cup, cooked"
2343839,190,Quantity not specified,Quantity not specified
2343840,175,Quantity not specified,Quantity not specified
2343840,100,"1 oz, dry, yields","1 oz, dry, yields"
2343840,175,"1 cup, cooked","1 cup, cooked"
2343841,80,"1 oz, dry, yields","1 oz, dry, yields"
2343841,140,Quantity not specified,Quantity not specified
2343841,140,"1 cup, cooked","1 cup, cooked"
2343842,80,"1 oz, dry, yields","1 oz, dry, yields"
2343842,140,Quantity not specified,Quantity not specified
2343842,140,"1 cup, cooked","1 cup, cooked"
2343843,140,"1 cup, cooked","1 cup, cooked"
2343843,140,Quantity not specified,Quantity not specified
2343843,80,"1 oz, dry, yields","1 oz, dry, yields"
2343844,240,"1 cup, cooked","1 cup, cooked"
2343844,240,Quantity not specified,Quantity not specified
2343845,170,"1 cup, cooked","1 cup, cooked"
2343845,110,"1 oz, dry, yields","1 oz, dry, yields"
2343845,170,Quantity not specified,Quantity not specified
2343845,740,"1 cup, dry, yields","1 cup, dry, yields"
2343846,85,"1 oz, dry, yields","1 oz, dry, yields"
2343846,500,"1 cup, dry, yields","1 cup, dry, yields"
2343846,170,"1 cup, cooked","1 cup, cooked"
2343846,170,Quantity not specified,Quantity not specified
2343847,185,"1 oz, dry, yields","1 oz, dry, yields"
2343847,240,Quantity not specified,Quantity not specified
2343847,240,"1 cup, cooked","1 cup, cooked"
2343847,965,"1 cup, dry, yields","1 cup, dry, yields"
2343848,965,"1 cup, dry, yields","1 cup, dry, yields"
2343848,240,"1 cup, cooked","1 cup, cooked"
2343848,185,"1 oz, dry, yields","1 oz, dry, yields"
2343848,240,Quantity not specified,Quantity not specified
2343849,965,"1 cup, dry, yields","1 cup, dry, yields"
2343849,240,"1 cup, cooked","1 cup, cooked"
2343849,185,"1 oz, dry, yields","1 oz, dry, yields"
2343849,240,Quantity not specified,Quantity not specified
2343850,965,"1 cup, dry, yields","1 cup, dry, yields"
2343850,240,"1 cup, cooked","1 cup, cooked"
2343850,240,Quantity not specified,Quantity not specified
2343850,185,"1 oz, dry, yields","1 oz, dry, yields"
2343851,185,"1 oz, dry, yields","1 oz, dry, yields"
2343851,148,"1 packet, dry, yields","1 packet, dry, yields"
2343851,240,Quantity not specified,Quantity not specified
2343851,240,"1 cup, cooked","1 cup, cooked"
2343852,148,"1 packet, dry, yields","1 packet, dry, yields"
2343852,240,Quantity not specified,Quantity not specified
2343852,240,"1 cup, cooked","1 cup, cooked"
2343852,185,"1 oz, dry, yields","1 oz, dry, yields"
2343853,240,"1 cup, cooked","1 cup, cooked"
2343853,240,Quantity not specified,Quantity not specified
2343853,148,"1 packet, dry, yields","1 packet, dry, yields"
2343853,185,"1 oz, dry, yields","1 oz, dry, yields"
2343854,240,"1 cup, cooked","1 cup, cooked"
2343854,240,Quantity not specified,Quantity not specified
2343854,185,"1 oz, dry, yields","1 oz, dry, yields"
2343854,148,"1 packet, dry, yields","1 packet, dry, yields"
2343855,185,"1 oz, dry, yields","1 oz, dry, yields"
2343855,240,Quantity not specified,Quantity not specified
2343855,148,"1 packet, dry, yields","1 packet, dry, yields"
2343855,240,"1 cup, cooked","1 cup, cooked"
2343856,240,"1 cup, cooked","1 cup, cooked"
2343856,148,"1 packet, dry, yields","1 packet, dry, yields"
2343856,240,Quantity not specified,Quantity not specified
2343856,185,"1 oz, dry, yields","1 oz, dry, yields"
2343857,240,"1 cup, cooked","1 cup, cooked"
2343857,240,Quantity not specified,Quantity not specified
2343857,190,"1 oz, dry, yields","1 oz, dry, yields"
2343857,955,"1 cup, dry, yields","1 cup, dry, yields"
2343857,50,1 strip or slice,1 strip or slice
2343858,240,"1 cup, cooked","1 cup, cooked"
2343858,240,Quantity not specified,Quantity not specified
2343858,190,"1 oz, dry, yields","1 oz, dry, yields"
2343858,955,"1 cup, dry, yields","1 cup, dry, yields"
2343858,50,1 strip or slice,1 strip or slice
2343859,190,"1 oz, dry, yields","1 oz, dry, yields"
2343859,955,"1 cup, dry, yields","1 cup, dry, yields"
2343859,240,"1 cup, cooked","1 cup, cooked"
2343859,240,Quantity not specified,Quantity not specified
2343859,50,1 strip or slice,1 strip or slice
2343860,240,Quantity not specified,Quantity not specified
2343860,240,"1 cup, cooked","1 cup, cooked"
2343861,760,"1 cup, dry, yields","1 cup, dry, yields"
2343861,170,Quantity not specified,Quantity not specified
2343861,170,"1 cup, cooked","1 cup, cooked"
2343861,110,"1 oz, dry, yields","1 oz, dry, yields"
2343862,240,Quantity not specified,Quantity not specified
2343862,240,1 fast food order,1 fast food order
2343862,240,"1 cup, cooked","1 cup, cooked"
2343863,240,1 fast food order,1 fast food order
2343863,240,Quantity not specified,Quantity not specified
2343863,240,"1 cup, cooked","1 cup, cooked"
2343864,485,"1 cup, dry, yields","1 cup, dry, yields"
2343864,240,Quantity not specified,Quantity not specified
2343864,240,"1 cup, cooked","1 cup, cooked"
2343864,170,"1 oz, dry, yields","1 oz, dry, yields"
2343865,240,Quantity not specified,Quantity not specified
2343865,170,"1 oz, dry, yields","1 oz, dry, yields"
2343865,485,"1 cup, dry, yields","1 cup, dry, yields"
2343865,240,"1 cup, cooked","1 cup, cooked"
2343866,240,Quantity not specified,Quantity not specified
2343866,485,"1 cup, dry, yields","1 cup, dry, yields"
2343866,170,"1 oz, dry, yields","1 oz, dry, yields"
2343866,240,"1 cup, cooked","1 cup, cooked"
2343867,240,"1 cup, cooked","1 cup, cooked"
2343867,170,"1 oz, dry, yields","1 oz, dry, yields"
2343867,485,"1 cup, dry, yields","1 cup, dry, yields"
2343867,240,Quantity not specified,Quantity not specified
2343868,240,"1 cup, cooked","1 cup, cooked"
2343868,485,"1 cup, dry, yields","1 cup, dry, yields"
2343868,240,Quantity not specified,Quantity not specified
2343868,170,"1 oz, dry, yields","1 oz, dry, yields"
2343869,240,"1 cup, cooked","1 cup, cooked"
2343869,170,"1 oz, dry, yields","1 oz, dry, yields"
2343869,485,"1 cup, dry, yields","1 cup, dry, yields"
2343869,240,Quantity not specified,Quantity not specified
2343870,240,Quantity not specified,Quantity not specified
2343870,240,"1 cup, cooked","1 cup, cooked"
2343870,170,"1 oz, dry, yields","1 oz, dry, yields"
2343870,485,"1 cup, dry, yields","1 cup, dry, yields"
2343871,240,Quantity not specified,Quantity not specified
2343871,170,1 Keurig cup,1 Keurig cup
2343871,28.35,"1 oz, cooked","1 oz, cooked"
2343871,210,"1 microwave cup, prepared","1 microwave cup, prepared"
2343871,170,"1 oz, dry, yields","1 oz, dry, yields"
2343871,148,"1 packet, dry, yields","1 packet, dry, yields"
2343871,210,1 single serving container,1 single serving container
2343871,240,"1 cup, cooked","1 cup, cooked"
2343872,240,"1 cup, cooked","1 cup, cooked"
2343872,148,"1 packet, dry, yields","1 packet, dry, yields"
2343872,170,"1 oz, dry, yields","1 oz, dry, yields"
2343872,240,Quantity not specified,Quantity not specified
2343872,210,1 single serving container,1 single serving container
2343872,170,1 Keurig cup,1 Keurig cup
2343872,28.35,"1 oz, cooked","1 oz, cooked"
2343872,210,"1 microwave cup, prepared","1 microwave cup, prepared"
2343873,170,1 Keurig cup,1 Keurig cup
2343873,210,"1 microwave cup, prepared","1 microwave cup, prepared"
2343873,148,"1 packet, dry, yields","1 packet, dry, yields"
2343873,210,1 single serving container,1 single serving container
2343873,240,"1 cup, cooked","1 cup, cooked"
2343873,240,Quantity not specified,Quantity not specified
2343873,170,"1 oz, dry, yields","1 oz, dry, yields"
2343873,28.35,"1 oz, cooked","1 oz, cooked"
2343874,210,1 single serving container,1 single serving container
2343874,148,"1 packet, dry, yields","1 packet, dry, yields"
2343874,210,"1 microwave cup, prepared","1 microwave cup, prepared"
2343874,170,1 Keurig cup,1 Keurig cup
2343874,240,"1 cup, cooked","1 cup, cooked"
2343874,170,"1 oz, dry, yields","1 oz, dry, yields"
2343874,28.35,"1 oz, cooked","1 oz, cooked"
2343874,240,Quantity not specified,Quantity not specified
2343875,148,"1 packet, dry, yields","1 packet, dry, yields"
2343875,240,Quantity not specified,Quantity not specified
2343875,170,"1 oz, dry, yields","1 oz, dry, yields"
2343875,170,1 Keurig cup,1 Keurig cup
2343875,210,"1 microwave cup, prepared","1 microwave cup, prepared"
2343875,240,"1 cup, cooked","1 cup, cooked"
2343875,210,1 single serving container,1 single serving container
2343875,28.35,"1 oz, cooked","1 oz, cooked"
2343876,170,"1 oz, dry, yields","1 oz, dry, yields"
2343876,170,1 Keurig cup,1 Keurig cup
2343876,210,"1 microwave cup, prepared","1 microwave cup, prepared"
2343876,148,"1 packet, dry, yields","1 packet, dry, yields"
2343876,28.35,"1 oz, cooked","1 oz, cooked"
2343876,210,1 single serving container,1 single serving container
2343876,240,"1 cup, cooked","1 cup, cooked"
2343876,240,Quantity not specified,Quantity not specified
2343877,170,"1 oz, dry, yields","1 oz, dry, yields"
2343877,170,1 Keurig cup,1 Keurig cup
2343877,210,1 single serving container,1 single serving container
2343877,163,"1 packet, dry, yields","1 packet, dry, yields"
2343877,240,Quantity not specified,Quantity not specified
2343877,210,"1 microwave cup, prepared","1 microwave cup, prepared"
2343877,240,"1 cup, cooked","1 cup, cooked"
2343877,28.35,"1 oz, cooked","1 oz, cooked"
2343878,170,"1 oz, dry, yields","1 oz, dry, yields"
2343878,240,Quantity not specified,Quantity not specified
2343878,210,1 single serving container,1 single serving container
2343878,240,"1 cup, cooked","1 cup, cooked"
2343878,163,"1 packet, dry, yields","1 packet, dry, yields"
2343878,170,1 Keurig cup,1 Keurig cup
2343878,210,"1 microwave cup, prepared","1 microwave cup, prepared"
2343878,28.35,"1 oz, cooked","1 oz, cooked"
2343879,210,1 single serving container,1 single serving container
2343879,170,1 Keurig cup,1 Keurig cup
2343879,240,Quantity not specified,Quantity not specified
2343879,240,"1 cup, cooked","1 cup, cooked"
2343879,170,"1 oz, dry, yields","1 oz, dry, yields"
2343879,210,"1 microwave cup, prepared","1 microwave cup, prepared"
2343879,28.35,"1 oz, cooked","1 oz, cooked"
2343879,163,"1 packet, dry, yields","1 packet, dry, yields"
2343880,28.35,"1 oz, cooked","1 oz, cooked"
2343880,240,Quantity not specified,Quantity not specified
2343880,210,1 single serving container,1 single serving container
2343880,163,"1 packet, dry, yields","1 packet, dry, yields"
2343880,240,"1 cup, cooked","1 cup, cooked"
2343880,170,1 Keurig cup,1 Keurig cup
2343880,170,"1 oz, dry, yields","1 oz, dry, yields"
2343880,210,"1 microwave cup, prepared","1 microwave cup, prepared"
2343881,485,"1 cup, dry, yields","1 cup, dry, yields"
2343881,170,"1 packet, dry, yields","1 packet, dry, yields"
2343881,240,"1 cup, cooked","1 cup, cooked"
2343881,240,Quantity not specified,Quantity not specified
2343881,170,"1 oz, dry, yields","1 oz, dry, yields"
2343882,170,"1 oz, dry, yields","1 oz, dry, yields"
2343882,240,Quantity not specified,Quantity not specified
2343882,240,"1 cup, cooked","1 cup, cooked"
2343882,170,"1 packet, dry, yields","1 packet, dry, yields"
2343882,485,"1 cup, dry, yields","1 cup, dry, yields"
2343883,170,Quantity not specified,Quantity not specified
2343883,170,"1 cup, cooked","1 cup, cooked"
2343884,170,"1 cup, cooked","1 cup, cooked"
2343884,170,Quantity not specified,Quantity not specified
2343885,170,"1 cup, cooked","1 cup, cooked"
2343885,170,Quantity not specified,Quantity not specified
2343886,118,Quantity not specified,Quantity not specified
2343886,158,"1 cup, cooked","1 cup, cooked"
2343887,122,Quantity not specified,Quantity not specified
2343887,163,"1 cup, cooked","1 cup, cooked"
2343888,122,Quantity not specified,Quantity not specified
2343888,163,"1 cup, cooked","1 cup, cooked"
2343889,122,Quantity not specified,Quantity not specified
2343889,163,"1 cup, cooked","1 cup, cooked"
2343890,122,Quantity not specified,Quantity not specified
2343890,163,"1 cup, cooked","1 cup, cooked"
2343891,163,"1 cup, cooked","1 cup, cooked"
2343891,122,Quantity not specified,Quantity not specified
2343892,158,"1 cup, cooked","1 cup, cooked"
2343892,118,Quantity not specified,Quantity not specified
2343893,147,Quantity not specified,Quantity not specified
2343893,196,"1 cup, cooked","1 cup, cooked"
2343894,196,"1 cup, cooked","1 cup, cooked"
2343894,147,Quantity not specified,Quantity not specified
2343895,196,"1 cup, cooked","1 cup, cooked"
2343895,147,Quantity not specified,Quantity not specified
2343896,147,Quantity not specified,Quantity not specified
2343896,196,"1 cup, cooked","1 cup, cooked"
2343897,196,"1 cup, cooked","1 cup, cooked"
2343897,147,Quantity not specified,Quantity not specified
2343898,195,"1 cup, cooked","1 cup, cooked"
2343898,147,Quantity not specified,Quantity not specified
2343899,155,"1 oz, dry, yields","1 oz, dry, yields"
2343899,240,"1 cup, cooked","1 cup, cooked"
2343899,815,"1 cup, dry, yields","1 cup, dry, yields"
2343899,240,Quantity not specified,Quantity not specified
2343900,200,"1 cup, cooked","1 cup, cooked"
2343900,150,Quantity not specified,Quantity not specified
2343901,175,"1 cup, cooked","1 cup, cooked"
2343901,131,Quantity not specified,Quantity not specified
2343902,187,Quantity not specified,Quantity not specified
2343902,249,1 cup,1 cup
2343903,158,"1 cup, cooked","1 cup, cooked"
2343903,118,Quantity not specified,Quantity not specified
2343904,118,Quantity not specified,Quantity not specified
2343904,158,"1 cup, cooked","1 cup, cooked"
2343905,163,"1 cup, cooked","1 cup, cooked"
2343905,122,Quantity not specified,Quantity not specified
2343906,130,Quantity not specified,Quantity not specified
2343906,174,"1 cup, cooked","1 cup, cooked"
2343907,164,"1 cup, cooked","1 cup, cooked"
2343907,123,Quantity not specified,Quantity not specified
2343908,123,Quantity not specified,Quantity not specified
